,module,param,comp,size,shape,prunable
91,bert_model.encoder.layer.5.attention.output.dense,weight,3.4945908171575804,589824,"(768, 768)",True
92,bert_model.encoder.layer.5.attention.output.dense,bias,3.6056338028169015,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,2.5714033041731543,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,1.1269258735208743,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,2.8145091724942937,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,2.0589811911292766,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,2.3569013881895993,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,1.4382022471910112,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,2.3636924494897036,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,3.293174538555183,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,4.0,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,3.656916069549171,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,2.733096159615192,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,2.5462355408290525,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,1.150131063346473,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,2.8292855020420444,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,1.6587473548822376,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,2.336297451383929,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,1.373881969523748,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,2.3332476415581422,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,3.40859928324238,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,2.965250877903209,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,3.6972608843781773,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,2.8981131241100058,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,2.652840722264814,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,1.079789126855922,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,2.904438755208581,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,1.5359999531250015,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,2.3019408595279156,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,1.2821368621638465,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,2.2960714308931016,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,3.0292124663569364,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,3.9792744540960894,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,3.3256500316266693,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,2.3202416383624205,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,2.640398058056848,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,1.062608071651176,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,2.885914939969287,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,1.54527158233607,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,2.1899025866806245,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,1.2610837438423645,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,2.200950763855336,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,3.1256736776839795,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,3.958763042283325,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,3.4083430702910666,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,1.7902097902097902,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,2.6161669927931976,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,1.0417090539165819,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,2.7497461635249403,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,1.5390782033756907,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,2.195935902062284,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,1.4797687861271676,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,2.2089049175907514,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,3.0876796230859833,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,7.757575757575758,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,3.35091109274706,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,1.8777506813012264,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,2.633736669597538,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,1.0209371884346958,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,2.7864142256929925,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,1.3544973544973544,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,2.234537362356861,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,1.1761102328544901,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,2.262505976643369,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,2.643457106415229,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,10.816901699036658,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,2.8461876513825515,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,2.723404255319149,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,2.6045680962291455,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,1.079789126855922,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,2.9611683694739366,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,1.9057072681855713,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,6.753117017267482,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,3.213389223917214,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
