,module,param,comp,size,shape,prunable
91,bert_model.encoder.layer.5.attention.output.dense,weight,112.06992339734093,589824,"(768, 768)",True
92,bert_model.encoder.layer.5.attention.output.dense,bias,6.796459947553653,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,3.387792553535197,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,2.148251794097512,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,86.78029784922234,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,4.598802290161446,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,10.640688423445365,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,5.05263145214303,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,12.157810361397981,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,16.31601626693756,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,3.8208955223880596,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,113.42769363905327,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,5.774436255847565,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,3.4366171275375756,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,2.3308041948933997,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,88.31353414496591,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,3.8208955223880596,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,11.152110819060047,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,4.598802290161446,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,10.922059589298543,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,15.206352288723917,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,4.219780131334155,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,48.798212956068504,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,5.565217391304348,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,4.192284367006195,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,2.237436320670894,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,93.82390837508947,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,3.5555555555555554,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,10.759088766229388,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,4.106951955437317,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,11.892332080432228,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,13.15954517520277,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,3.728155477881403,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,40.557243354076135,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,4.571428571428571,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,5.706708808531959,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,2.481421708987868,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,190.63478074835928,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,3.6226416398045393,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,14.471722302118868,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,3.9384615384615387,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,15.314534391821157,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,16.923191216636905,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,4.243094012078006,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,45.54625396759143,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,4.063492063492063,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,11.36341995456079,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,2.823529490962575,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,205.04918955063283,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,4.106951955437317,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,24.596498082569543,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,5.565217391304348,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,23.177616212103473,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,19.268997213470925,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,7.177569837567701,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,43.26760679614663,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,5.408450849518329,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,19.958008661999706,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,3.4247491638795986,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,207.9774307662315,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,4.243094012078006,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,24.06659074080433,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,4.19672131147541,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,26.1041812129956,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,17.437001626805472,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,13.963635879390512,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,28.69770734107777,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,7.680000292968761,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,48.97650186474747,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,8.802292071185791,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,275.5864949397892,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,7.6039601088435065,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,294911.9978027344,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,inf,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
