,module,param,comp,size,shape,prunable
91,bert_model.encoder.layer.5.attention.output.dense,weight,20.097587402663297,589824,"(768, 768)",True
92,bert_model.encoder.layer.5.attention.output.dense,bias,18.731706881367128,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,9.835522828223079,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,1.3788150430178674,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,11.531993834033567,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,4.800000114440921,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,8.12082973026675,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,2.2325581890496142,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,8.164670976500107,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,18.042949183543403,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,14.769230227498634,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,22.381664533991334,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,11.2941179638503,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,9.654843084204145,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,1.4614652287341776,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,11.849208631264343,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,3.268085000282937,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,7.9449350211466,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,1.9492386541701052,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,7.895269146645901,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,21.218216578865892,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,10.666666666666666,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,24.792938972630974,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,11.999999642372142,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,11.04296379669808,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,1.2762775562516826,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,13.11966368049647,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,2.8872181279237825,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,7.577973255884857,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,1.610062893081761,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,7.587136990445766,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,15.89307998705039,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,13.24137887489783,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,19.964931811359587,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,7.111111111111111,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,11.162135718133255,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,1.1953307109115967,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,13.447342922567262,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,2.7625900038737017,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,6.74292608759783,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,1.5705521472392638,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,6.782315028958984,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,17.719349376511786,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,14.769230227498634,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,22.73362840237408,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,4.085106300088064,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,10.89940431497684,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,1.1394658495743784,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,12.082347878846802,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,2.8339482596999654,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,6.803437644338524,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,2.0263851834826068,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,6.812946380666295,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,15.35360305585571,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,76.80000183105473,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,19.97439804937519,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,5.05263145214303,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,11.321813096494067,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,1.0851289063118996,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,12.986854723479908,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,2.048,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,7.043010845223884,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,1.3837837837837839,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,7.3817501918891555,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,10.969388333871922,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,109.71428945113215,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,13.804802222958427,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,13.473684210526315,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,10.924690152570577,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,1.465648812282393,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,15.652673174768518,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,4.491228070175438,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,31.86687389270117,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,11.999999642372142,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
