,module,param,comp,size,shape,prunable
91,bert_model.encoder.layer.5.attention.output.dense,weight,10.54028870136843,589824,"(768, 768)",True
92,bert_model.encoder.layer.5.attention.output.dense,bias,10.520547670323943,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,5.943754532510612,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,1.2657601977750308,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,6.8850379263158175,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,3.4133333333333336,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,5.071180907674381,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,1.8869778162334239,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,5.10771859289751,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,9.516206504467737,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,9.253012260827955,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,11.466251726331427,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,6.047244276129183,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,5.841272759240787,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,1.32528037925423,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,6.989781476838445,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,2.4854368932038833,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,4.9947836338615,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,1.7574370095735454,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,4.9712928350686605,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,10.542548922315998,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,6.143999812500006,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,12.168344488744545,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,7.245283279609079,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,6.404882261649834,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,1.1856425811015514,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,7.490065979769894,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,2.2196531302467934,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,4.814496622262449,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,1.4628571428571429,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,4.807785893655793,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,8.459896907521903,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,9.142857142857142,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,10.146287417997529,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,4.571428571428571,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,6.415122317642927,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,1.1314917127071824,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,7.542337890094442,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,2.1818181345285472,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,4.382343512719035,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,1.4600760879828765,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,4.430170134351755,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,9.115726796595027,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,9.721518752628791,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,10.974694650240487,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,2.9767441860465116,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,6.3112142423127855,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,1.0940170940170941,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,6.907129696806765,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,2.2325581890496142,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,4.433100435833137,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,1.8731706619943511,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,4.444122867541507,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,8.451411495247623,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,30.720001171875044,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,10.166224446343438,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,3.254237393338394,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,6.455405962545122,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,1.0481064483111566,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,7.198638038822244,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,1.7574370095735454,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,4.551286735172004,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,1.3150684587904928,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,4.700354770377023,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,6.357232295930904,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,59.076920909994534,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,7.510236969837232,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,7.177569837567701,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,6.286912723227355,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,1.2538775197834244,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,8.247152834581263,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,3.1604938271604937,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,19.689020288161068,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,6.193548577633168,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
