,module,param,comp,size,shape,prunable
91,bert_model.encoder.layer.5.attention.output.dense,weight,20.12639083557426,589824,"(768, 768)",True
92,bert_model.encoder.layer.5.attention.output.dense,bias,18.731706881367128,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,9.8353995814132,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,1.379434254240676,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,11.528049700460606,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,4.800000114440921,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,8.132362837974863,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,2.226086956521739,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,8.16715806140198,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,18.04074101628943,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,14.490566559218157,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,22.382513661202186,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,11.462686240845688,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,9.651011586515247,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,1.4607703281027105,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,11.854090649029073,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,3.254237393338394,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,7.9387319674997405,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,1.9296481672258936,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,7.902145037136942,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,21.24879351449627,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,10.666666666666666,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,24.743014593408628,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,11.815384962093205,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,11.033822007347785,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,1.2768079800498753,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,13.110331628043182,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,2.8872181279237825,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,7.583429761629253,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,1.606694611958607,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,7.5902605954411975,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,15.905080776947079,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,13.24137887489783,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,19.913031899445645,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,7.177569837567701,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,11.153059764360826,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,1.195796057993616,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,13.440142787161493,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,2.7725631005307663,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,6.7446996025173,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,1.5737704425946082,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,6.788793920148229,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,17.73533417505581,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,15.058823529411764,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,22.70125450148955,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,4.15135126575055,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,10.890901537183215,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,1.1420074090324905,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,12.083523752736777,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,2.8339482596999654,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,6.796382169134849,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,2.0210526721563373,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,6.810822276343009,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,15.358000455644412,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,76.80000183105473,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,19.926486322132945,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,5.086092843721222,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,11.313940440224428,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,1.0847457627118644,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,12.989858699263614,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,2.042553150044032,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,7.047555157425367,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,1.3862815502653831,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,7.377502797803971,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,10.960826183604704,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,109.71428945113215,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,13.822919451654803,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,13.473684210526315,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,10.929092667197306,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,1.4649499284692418,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,15.65921828120428,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,4.439306260493587,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,31.793015485440925,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,12.590163540756866,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
