,module,param,comp,size,shape,prunable
91,bert_model.encoder.layer.5.attention.output.dense,weight,3.495750385341249,589824,"(768, 768)",True
92,bert_model.encoder.layer.5.attention.output.dense,bias,3.6056338028169015,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,2.5719892863009415,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,1.128581950361196,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,2.8145259341293323,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,2.0371353197403423,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,2.35734415587244,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,1.432835780105711,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,2.3639009344241866,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,3.2920898928921933,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,3.9792744540960894,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,3.6568256015037757,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,2.7042254247591644,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,2.5464664571073836,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,1.1518560179977504,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,2.8296791862799515,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,1.6516129032258065,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,2.336204896052614,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,1.3763440860215055,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,2.3327953896981373,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,3.40865814841562,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,2.942528735632184,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,3.6972376632974275,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,2.8872181279237825,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,2.653085506467613,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,1.080168776371308,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,2.903559605406882,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,1.532934131736527,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,2.30196786424533,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,1.2778702487500042,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,2.296679317154298,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,3.0291189425284575,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,4.02094232806975,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,3.323794691704528,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,2.3132530652069887,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,2.6407793764034913,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,1.061139896373057,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,2.8856394545098825,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,1.54527158233607,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,2.1888706032343777,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,1.2569557787567545,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,2.2018875328598972,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,3.126501966966883,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,3.9792744540960894,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,3.41019559538165,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,1.7943924593919252,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,2.6156681603757956,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,1.0410030282826899,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,2.748833169995292,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,1.54527158233607,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,2.195077852823606,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,1.4769231202616506,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,2.209302112742223,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,3.0887144811382714,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,8.0,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,3.349198619174549,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,1.8731706619943511,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,2.6333956160970806,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,1.021276575022016,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,2.7861016551160436,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,1.3544973544973544,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,2.232667968607046,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,1.1797235023041475,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,2.2632786319542446,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,2.6433742236753917,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,10.971428272480875,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,2.8446091434093006,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,2.6666666666666665,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,2.60507140019504,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,1.080168776371308,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,2.960789239504153,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,1.8869778162334239,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,6.740460846007944,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,3.226890652860412,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
