,module,param,comp,size,shape,prunable
92,bert_model.encoder.layer.5.attention.output.dense,bias,34.909090152456756,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,20.24104290036645,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,1.600833716671633,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,23.36630727579795,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,8.170212600176129,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,16.18794642135639,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,2.675958259288994,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,16.253968253968253,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,44.629539539350645,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,26.48275774979566,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,56.534460615807255,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,21.94285654496175,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,19.885171340274642,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,1.7047724172857652,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,24.40491164888771,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,4.987013110545099,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,15.63856249093357,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,2.3630768676035516,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,15.478914321801719,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,58.150842945874004,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,18.285714285714285,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,67.0178370228637,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,29.538460454997267,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,24.171380183598984,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,1.4361851332398317,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,28.672596324902205,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,4.02094232806975,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,14.685755189065613,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,1.824228094621168,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,14.714332761355399,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,39.588159954860124,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,19.200000457763682,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,52.79957262385116,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,12.8,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,24.918103785974704,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,1.3391455615802272,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,30.21871633349041,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,3.6746412824654935,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,12.61979492815189,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,1.7336342517987373,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,12.687934394460397,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,47.432570757565436,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,21.333333333333332,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,65.70390909875273,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,6.347107638118134,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,24.30434876298694,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,1.240710854493934,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,26.736655126469888,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,3.8400001464843805,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,12.654180343695694,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,2.2925373656437973,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,12.725711986340723,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,35.923258836988225,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,128.0,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,53.18521424430504,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,8.533333333333333,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,25.917785623534414,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,1.1985954245635813,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,30.67885673951971,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,2.551494951938998,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,13.34805814887285,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,1.5207921251592995,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,14.2786867683738,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,23.91824817518248,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,256.0,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,33.353539462624184,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,29.538460454997267,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,24.640425448324912,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,2.049366285885054,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,40.18216943678446,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,7.680000292968761,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,54.8418410041841,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,64.0,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
