,module,param,comp,size,shape,prunable
92,bert_model.encoder.layer.5.attention.output.dense,bias,36.57142857142857,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,20.250424531340787,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,1.600833716671633,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,23.367232759736577,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,8.170212600176129,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,16.18439281785214,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,2.675958259288994,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,16.256656521325475,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,44.56883743081971,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,25.6,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,56.58327202883258,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,21.94285654496175,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,19.874114852472697,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,1.7047724172857652,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,24.393051370305855,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,4.987013110545099,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,15.646859488543512,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,2.3558282759924642,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,15.468358879837675,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,58.30028805312531,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,18.731706881367128,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,66.85073243122913,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,29.538460454997267,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,24.1778222280307,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,1.436856834565584,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,28.692124677964355,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,4.02094232806975,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,14.664943526665038,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,1.8285714285714285,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,14.696001354218607,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,39.668034816368205,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,19.200000457763682,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,52.597110754414125,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,12.8,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,24.904427132813986,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,1.3426573068403416,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,30.231492188826817,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,3.657142857142857,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,12.606848465596022,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,1.7414965986394557,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,12.695580516238927,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,47.4631026655393,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,21.333333333333332,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,65.44873634975828,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,6.295081770378433,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,24.302095624987437,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,1.2397094430992737,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,26.71909340673013,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,3.8208955223880596,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,12.66804083855884,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,2.2925373656437973,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,12.722966414288488,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,35.91232289529609,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,109.71428945113215,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,53.30056086267993,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,8.62921366807774,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,25.93687543286831,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,1.2000000286102301,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,30.65374476705546,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,2.56,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,13.357126976857405,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,1.5207921251592995,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,14.30674055871848,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,23.98633638520042,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,256.0,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,33.31586128184338,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,29.538460454997267,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,24.589576495909547,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,2.0439121756487024,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,40.098850029046915,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,7.836734388828885,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,54.852038800035146,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,59.076920909994534,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
