,module,param,comp,size,shape,prunable
91,bert_model.encoder.layer.5.attention.output.dense,weight,10.553867902370273,589824,"(768, 768)",True
92,bert_model.encoder.layer.5.attention.output.dense,bias,10.378378645880897,768,"(768,)",True
93,bert_model.encoder.layer.5.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
94,bert_model.encoder.layer.5.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
95,bert_model.encoder.layer.5.intermediate.dense,weight,5.944128848857581,2359296,"(3072, 768)",True
96,bert_model.encoder.layer.5.intermediate.dense,bias,1.2688971499380421,3072,"(3072,)",True
97,bert_model.encoder.layer.5.output.dense,weight,6.883691846641345,2359296,"(768, 3072)",True
98,bert_model.encoder.layer.5.output.dense,bias,3.4133333333333336,768,"(768,)",True
99,bert_model.encoder.layer.5.output.LayerNorm,weight,1.0,768,"(768,)",False
100,bert_model.encoder.layer.5.output.LayerNorm,bias,1.0,768,"(768,)",False
101,bert_model.encoder.layer.6.attention.self.query,weight,5.069263277260536,589824,"(768, 768)",True
102,bert_model.encoder.layer.6.attention.self.query,bias,1.8869778162334239,768,"(768,)",True
103,bert_model.encoder.layer.6.attention.self.key,weight,5.107364463237808,589824,"(768, 768)",True
104,bert_model.encoder.layer.6.attention.self.key,bias,inf,768,"(768,)",True
105,bert_model.encoder.layer.6.attention.self.value,weight,9.51973925317651,589824,"(768, 768)",True
106,bert_model.encoder.layer.6.attention.self.value,bias,9.253012260827955,768,"(768,)",True
107,bert_model.encoder.layer.6.attention.output.dense,weight,11.481876472525112,589824,"(768, 768)",True
108,bert_model.encoder.layer.6.attention.output.dense,bias,5.999999821186071,768,"(768,)",True
109,bert_model.encoder.layer.6.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
110,bert_model.encoder.layer.6.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
111,bert_model.encoder.layer.6.intermediate.dense,weight,5.840940261949412,2359296,"(3072, 768)",True
112,bert_model.encoder.layer.6.intermediate.dense,bias,1.3264248704663213,3072,"(3072,)",True
113,bert_model.encoder.layer.6.output.dense,weight,6.987173202784505,2359296,"(768, 3072)",True
114,bert_model.encoder.layer.6.output.dense,bias,2.4854368932038833,768,"(768,)",True
115,bert_model.encoder.layer.6.output.LayerNorm,weight,1.0,768,"(768,)",False
116,bert_model.encoder.layer.6.output.LayerNorm,bias,1.0,768,"(768,)",False
117,bert_model.encoder.layer.7.attention.self.query,weight,4.990219717642923,589824,"(768, 768)",True
118,bert_model.encoder.layer.7.attention.self.query,bias,1.745454484923814,768,"(768,)",True
119,bert_model.encoder.layer.7.attention.self.key,weight,4.973221074423649,589824,"(768, 768)",True
120,bert_model.encoder.layer.7.attention.self.key,bias,inf,768,"(768,)",True
121,bert_model.encoder.layer.7.attention.self.value,weight,10.553301127214171,589824,"(768, 768)",True
122,bert_model.encoder.layer.7.attention.self.value,bias,6.143999812500006,768,"(768,)",True
123,bert_model.encoder.layer.7.attention.output.dense,weight,12.156306188318517,589824,"(768, 768)",True
124,bert_model.encoder.layer.7.attention.output.dense,bias,7.177569837567701,768,"(768,)",True
125,bert_model.encoder.layer.7.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
126,bert_model.encoder.layer.7.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
127,bert_model.encoder.layer.7.intermediate.dense,weight,6.403804139708161,2359296,"(3072, 768)",True
128,bert_model.encoder.layer.7.intermediate.dense,bias,1.1874758687583205,3072,"(3072,)",True
129,bert_model.encoder.layer.7.output.dense,weight,7.492563858971283,2359296,"(768, 3072)",True
130,bert_model.encoder.layer.7.output.dense,bias,2.2196531302467934,768,"(768,)",True
131,bert_model.encoder.layer.7.output.LayerNorm,weight,1.0,768,"(768,)",False
132,bert_model.encoder.layer.7.output.LayerNorm,bias,1.0,768,"(768,)",False
133,bert_model.encoder.layer.8.attention.self.query,weight,4.814182329105112,589824,"(768, 768)",True
134,bert_model.encoder.layer.8.attention.self.query,bias,1.4600760879828765,768,"(768,)",True
135,bert_model.encoder.layer.8.attention.self.key,weight,4.809236412763447,589824,"(768, 768)",True
136,bert_model.encoder.layer.8.attention.self.key,bias,inf,768,"(768,)",True
137,bert_model.encoder.layer.8.attention.self.value,weight,8.450321756074834,589824,"(768, 768)",True
138,bert_model.encoder.layer.8.attention.self.value,bias,9.253012260827955,768,"(768,)",True
139,bert_model.encoder.layer.8.attention.output.dense,weight,10.138439249159648,589824,"(768, 768)",True
140,bert_model.encoder.layer.8.attention.output.dense,bias,4.598802290161446,768,"(768,)",True
141,bert_model.encoder.layer.8.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
142,bert_model.encoder.layer.8.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
143,bert_model.encoder.layer.8.intermediate.dense,weight,6.41730373820247,2359296,"(3072, 768)",True
144,bert_model.encoder.layer.8.intermediate.dense,bias,1.1314917127071824,3072,"(3072,)",True
145,bert_model.encoder.layer.8.output.dense,weight,7.543832646609242,2359296,"(768, 3072)",True
146,bert_model.encoder.layer.8.output.dense,bias,2.1756374407897914,768,"(768,)",True
147,bert_model.encoder.layer.8.output.LayerNorm,weight,1.0,768,"(768,)",False
148,bert_model.encoder.layer.8.output.LayerNorm,bias,1.0,768,"(768,)",False
149,bert_model.encoder.layer.9.attention.self.query,weight,4.382636576362972,589824,"(768, 768)",True
150,bert_model.encoder.layer.9.attention.self.query,bias,1.4517958830862896,768,"(768,)",True
151,bert_model.encoder.layer.9.attention.self.key,weight,4.430369890984385,589824,"(768, 768)",True
152,bert_model.encoder.layer.9.attention.self.key,bias,inf,768,"(768,)",True
153,bert_model.encoder.layer.9.attention.self.value,weight,9.120801426353854,589824,"(768, 768)",True
154,bert_model.encoder.layer.9.attention.self.value,bias,9.846153846153847,768,"(768,)",True
155,bert_model.encoder.layer.9.attention.output.dense,weight,10.968572570814768,589824,"(768, 768)",True
156,bert_model.encoder.layer.9.attention.output.dense,bias,2.9883269369615766,768,"(768,)",True
157,bert_model.encoder.layer.9.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
158,bert_model.encoder.layer.9.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
159,bert_model.encoder.layer.9.intermediate.dense,weight,6.31371401223231,2359296,"(3072, 768)",True
160,bert_model.encoder.layer.9.intermediate.dense,bias,1.0955777222294019,3072,"(3072,)",True
161,bert_model.encoder.layer.9.output.dense,weight,6.906037909860633,2359296,"(768, 3072)",True
162,bert_model.encoder.layer.9.output.dense,bias,2.226086956521739,768,"(768,)",True
163,bert_model.encoder.layer.9.output.LayerNorm,weight,1.0,768,"(768,)",False
164,bert_model.encoder.layer.9.output.LayerNorm,bias,1.0,768,"(768,)",False
165,bert_model.encoder.layer.10.attention.self.query,weight,4.432067818191665,589824,"(768, 768)",True
166,bert_model.encoder.layer.10.attention.self.query,bias,1.8686131386861313,768,"(768,)",True
167,bert_model.encoder.layer.10.attention.self.key,weight,4.445328652863768,589824,"(768, 768)",True
168,bert_model.encoder.layer.10.attention.self.key,bias,inf,768,"(768,)",True
169,bert_model.encoder.layer.10.attention.self.value,weight,8.447538025264244,589824,"(768, 768)",True
170,bert_model.encoder.layer.10.attention.self.value,bias,30.720001171875044,768,"(768,)",True
171,bert_model.encoder.layer.10.attention.output.dense,weight,10.178153923713666,589824,"(768, 768)",True
172,bert_model.encoder.layer.10.attention.output.dense,bias,3.226890652860412,768,"(768,)",True
173,bert_model.encoder.layer.10.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
174,bert_model.encoder.layer.10.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
175,bert_model.encoder.layer.10.intermediate.dense,weight,6.456572345814134,2359296,"(3072, 768)",True
176,bert_model.encoder.layer.10.intermediate.dense,bias,1.0491803278688525,3072,"(3072,)",True
177,bert_model.encoder.layer.10.output.dense,weight,7.1949056932491,2359296,"(768, 3072)",True
178,bert_model.encoder.layer.10.output.dense,bias,1.7494305847248115,768,"(768,)",True
179,bert_model.encoder.layer.10.output.LayerNorm,weight,1.0,768,"(768,)",False
180,bert_model.encoder.layer.10.output.LayerNorm,bias,1.0,768,"(768,)",False
181,bert_model.encoder.layer.11.attention.self.query,weight,4.55297298360807,589824,"(768, 768)",True
182,bert_model.encoder.layer.11.attention.self.query,bias,1.3173242197268824,768,"(768,)",True
183,bert_model.encoder.layer.11.attention.self.key,weight,4.700954020515027,589824,"(768, 768)",True
184,bert_model.encoder.layer.11.attention.self.key,bias,inf,768,"(768,)",True
185,bert_model.encoder.layer.11.attention.self.value,weight,6.36066018154585,589824,"(768, 768)",True
186,bert_model.encoder.layer.11.attention.self.value,bias,59.076920909994534,768,"(768,)",True
187,bert_model.encoder.layer.11.attention.output.dense,weight,7.5139688736604,589824,"(768, 768)",True
188,bert_model.encoder.layer.11.attention.output.dense,bias,7.045871806218972,768,"(768,)",True
189,bert_model.encoder.layer.11.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
190,bert_model.encoder.layer.11.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
191,bert_model.encoder.layer.11.intermediate.dense,weight,6.290751632403159,2359296,"(3072, 768)",True
192,bert_model.encoder.layer.11.intermediate.dense,bias,1.252854843584091,3072,"(3072,)",True
193,bert_model.encoder.layer.11.output.dense,weight,8.247498962900313,2359296,"(768, 3072)",True
194,bert_model.encoder.layer.11.output.dense,bias,3.240506329113924,768,"(768,)",True
195,bert_model.encoder.layer.11.output.LayerNorm,weight,1.0,768,"(768,)",False
196,bert_model.encoder.layer.11.output.LayerNorm,bias,1.0,768,"(768,)",False
197,bert_model.pooler.dense,weight,19.70612360318078,589824,"(768, 768)",True
198,bert_model.pooler.dense,bias,6.295081770378433,768,"(768,)",True
199,classifier,weight,1.0,1536,"(2, 768)",False
200,classifier,bias,1.0,2,"(2,)",False
